,xmin,ymin,xmax,ymax,image,labels
1864,19,109,32,127,maksssksksss453.png,2
1865,26,140,49,169,maksssksksss453.png,1
1866,47,172,71,203,maksssksksss453.png,0
1867,97,273,131,300,maksssksksss453.png,2
1868,108,7,120,22,maksssksksss453.png,2
1869,111,39,127,60,maksssksksss453.png,2
1870,133,51,146,73,maksssksksss453.png,2
1871,147,55,159,77,maksssksksss453.png,2
1872,97,104,114,124,maksssksksss453.png,2
1873,124,148,143,175,maksssksksss453.png,1
1874,158,147,175,173,maksssksksss453.png,1
1875,193,54,206,71,maksssksksss453.png,2
1876,208,54,219,72,maksssksksss453.png,2
1877,229,64,241,93,maksssksksss453.png,1
1878,261,26,279,53,maksssksksss453.png,2
1879,296,39,310,58,maksssksksss453.png,2
1880,344,34,365,61,maksssksksss453.png,1
1881,339,77,359,111,maksssksksss453.png,1
1882,108,10,122,22,maksssksksss453.png,2
1883,143,97,255,211,maksssksksss454.png,1
1884,115,222,225,373,maksssksksss455.png,2
1885,171,70,232,141,maksssksksss456.png,1
1886,270,98,313,142,maksssksksss457.png,1
1887,189,60,228,100,maksssksksss457.png,1
1888,122,73,150,100,maksssksksss457.png,1
1889,6,68,41,109,maksssksksss457.png,2
1890,334,92,351,110,maksssksksss457.png,1
1891,389,56,401,83,maksssksksss457.png,1
1892,22,110,47,136,maksssksksss458.png,2
1893,105,86,149,143,maksssksksss458.png,1
1894,146,118,182,159,maksssksksss458.png,1
1895,60,67,115,117,maksssksksss459.png,1
1896,185,77,239,134,maksssksksss459.png,0
1897,17,37,41,59,maksssksksss46.png,1
1898,68,21,87,38,maksssksksss46.png,1
1899,114,32,132,48,maksssksksss46.png,1
1900,147,31,170,53,maksssksksss46.png,1
1901,207,20,223,37,maksssksksss46.png,1
1902,238,27,251,43,maksssksksss46.png,1
1903,267,27,282,40,maksssksksss46.png,1
1904,287,22,302,39,maksssksksss46.png,1
1905,326,30,348,51,maksssksksss46.png,1
1906,357,27,375,45,maksssksksss46.png,1
1907,7,52,24,72,maksssksksss460.png,2
1908,26,58,53,94,maksssksksss460.png,1
1909,58,69,70,80,maksssksksss460.png,1
1910,111,50,133,76,maksssksksss460.png,1
1911,134,63,148,82,maksssksksss460.png,1
1912,206,69,221,88,maksssksksss460.png,1
1913,226,56,241,76,maksssksksss460.png,2
1914,243,75,260,95,maksssksksss460.png,1
1915,307,80,328,104,maksssksksss460.png,1
1916,155,91,166,101,maksssksksss460.png,2
1917,375,58,383,66,maksssksksss460.png,1
1918,278,58,288,70,maksssksksss460.png,1
1919,218,185,263,229,maksssksksss461.png,1
1920,300,124,347,176,maksssksksss461.png,1
1921,368,135,395,196,maksssksksss461.png,1
1922,369,47,395,81,maksssksksss461.png,1
1923,244,117,281,159,maksssksksss461.png,1
1924,141,80,186,128,maksssksksss461.png,1
1925,92,72,125,109,maksssksksss461.png,1
1926,57,106,91,140,maksssksksss461.png,1
1927,21,95,45,121,maksssksksss461.png,1
1928,119,38,148,73,maksssksksss462.png,1
1929,136,101,258,226,maksssksksss463.png,1
1930,57,67,107,122,maksssksksss464.png,1
1931,188,111,218,146,maksssksksss464.png,1
1932,233,83,262,117,maksssksksss464.png,1
1933,268,187,290,216,maksssksksss464.png,1
1934,231,42,297,128,maksssksksss465.png,1
1935,11,89,53,149,maksssksksss466.png,1
1936,71,60,122,111,maksssksksss466.png,1
1937,142,117,197,167,maksssksksss466.png,1
1938,265,53,310,104,maksssksksss466.png,1
1939,56,89,98,127,maksssksksss467.png,1
1940,181,62,215,95,maksssksksss467.png,1
1941,291,61,318,91,maksssksksss467.png,1
1942,318,91,348,120,maksssksksss467.png,1
1943,261,73,278,96,maksssksksss467.png,0
1944,152,76,171,98,maksssksksss467.png,2
1945,100,144,215,273,maksssksksss468.png,1
1946,166,100,243,175,maksssksksss469.png,1
1947,254,125,315,172,maksssksksss469.png,1
1948,152,64,285,207,maksssksksss47.png,1
1949,52,28,100,75,maksssksksss470.png,1
1950,95,63,123,91,maksssksksss470.png,1
1951,151,58,188,101,maksssksksss470.png,1
1952,276,40,304,88,maksssksksss470.png,1
1953,344,56,377,90,maksssksksss470.png,1
1954,65,71,100,113,maksssksksss471.png,1
1955,134,61,153,88,maksssksksss471.png,2
1956,168,35,194,68,maksssksksss471.png,2
1957,363,52,386,75,maksssksksss471.png,1
1958,336,78,357,95,maksssksksss471.png,1
1959,220,68,256,117,maksssksksss472.png,1
1960,53,79,91,123,maksssksksss473.png,2
1961,110,49,144,83,maksssksksss473.png,1
1962,244,28,276,67,maksssksksss473.png,1
1963,300,75,332,112,maksssksksss473.png,1
1964,1,163,32,198,maksssksksss474.png,1
1965,49,159,76,183,maksssksksss474.png,1
1966,154,45,178,67,maksssksksss474.png,1
1967,238,21,260,47,maksssksksss474.png,1
1968,45,69,73,96,maksssksksss475.png,1
1969,109,80,134,109,maksssksksss475.png,1
1970,164,64,198,100,maksssksksss475.png,1
1971,243,96,267,127,maksssksksss475.png,1
1972,303,84,339,130,maksssksksss475.png,2
1973,350,67,372,105,maksssksksss475.png,1
1974,353,17,381,51,maksssksksss476.png,1
1975,210,40,238,68,maksssksksss476.png,1
1976,17,72,41,97,maksssksksss476.png,1
1977,105,61,129,86,maksssksksss476.png,1
1978,94,116,118,152,maksssksksss476.png,1
1979,286,52,309,76,maksssksksss476.png,2
1980,116,110,143,138,maksssksksss476.png,2
1981,36,15,52,33,maksssksksss477.png,2
1982,62,49,81,67,maksssksksss477.png,2
1983,57,90,78,111,maksssksksss477.png,2
1984,45,138,65,157,maksssksksss477.png,1
1985,181,32,198,50,maksssksksss477.png,2
1986,162,73,182,91,maksssksksss477.png,1
1987,179,99,198,117,maksssksksss477.png,1
1988,168,144,189,165,maksssksksss477.png,1
1989,288,9,306,26,maksssksksss477.png,1
1990,319,36,339,53,maksssksksss477.png,1
1991,315,71,332,85,maksssksksss477.png,2
1992,273,105,291,124,maksssksksss477.png,2
1993,308,162,328,173,maksssksksss477.png,1
1994,36,102,157,243,maksssksksss478.png,1
1995,246,134,362,250,maksssksksss478.png,1
1996,116,156,225,302,maksssksksss479.png,1
1997,85,152,190,279,maksssksksss48.png,2
1998,133,189,243,341,maksssksksss480.png,1
1999,13,87,35,108,maksssksksss481.png,1
2000,39,92,65,118,maksssksksss481.png,1
2001,98,98,117,117,maksssksksss481.png,1
2002,208,67,235,97,maksssksksss481.png,1
2003,160,88,172,102,maksssksksss481.png,1
2004,40,246,135,364,maksssksksss482.png,2
2005,115,47,157,87,maksssksksss483.png,1
2006,186,90,231,130,maksssksksss483.png,1
2007,307,42,347,84,maksssksksss483.png,1
2008,69,64,89,81,maksssksksss483.png,2
2009,82,52,141,115,maksssksksss484.png,0
2010,142,280,225,387,maksssksksss485.png,1
2011,94,89,98,92,maksssksksss486.png,1
2012,18,92,26,98,maksssksksss486.png,2
2013,116,87,124,94,maksssksksss486.png,2
2014,142,70,164,92,maksssksksss486.png,1
2015,192,90,212,109,maksssksksss486.png,1
2016,259,99,274,112,maksssksksss486.png,1
2017,229,92,237,99,maksssksksss486.png,2
2018,376,96,384,102,maksssksksss486.png,1
2019,2,104,47,156,maksssksksss487.png,2
2020,51,61,121,133,maksssksksss487.png,1
2021,159,79,218,140,maksssksksss487.png,1
2022,215,81,270,139,maksssksksss487.png,1
2023,288,58,349,119,maksssksksss487.png,1
2024,188,51,211,76,maksssksksss488.png,1
2025,41,54,64,78,maksssksksss488.png,1
2026,46,37,66,55,maksssksksss489.png,1
2027,129,51,158,70,maksssksksss489.png,2
2028,192,52,203,64,maksssksksss489.png,2
2029,272,47,281,56,maksssksksss489.png,1
2030,290,46,317,64,maksssksksss489.png,2
2031,330,47,337,54,maksssksksss489.png,2
2032,342,41,363,58,maksssksksss489.png,2
2033,373,41,387,52,maksssksksss489.png,2
2034,352,102,370,123,maksssksksss49.png,1
2035,272,33,289,51,maksssksksss49.png,1
2036,188,124,206,143,maksssksksss49.png,1
2037,20,54,41,72,maksssksksss49.png,1
2038,123,68,141,87,maksssksksss49.png,1
2039,157,45,173,63,maksssksksss49.png,1
2040,95,211,113,225,maksssksksss49.png,2
2041,225,181,240,200,maksssksksss49.png,2
2042,85,149,212,280,maksssksksss490.png,1
2043,125,132,220,264,maksssksksss491.png,1
2044,60,154,161,278,maksssksksss492.png,1
2045,62,165,182,315,maksssksksss493.png,1
2046,91,80,163,158,maksssksksss494.png,1
2047,1,47,26,97,maksssksksss495.png,2
2048,77,24,134,98,maksssksksss495.png,0
2049,99,174,168,224,maksssksksss495.png,1
2050,170,64,224,125,maksssksksss495.png,2
2051,224,70,267,121,maksssksksss495.png,1
2052,274,61,330,122,maksssksksss495.png,2
2053,291,189,356,224,maksssksksss495.png,1
2054,329,117,388,181,maksssksksss495.png,1
2055,351,53,389,92,maksssksksss495.png,2
2056,85,97,184,207,maksssksksss496.png,0
2057,111,226,194,331,maksssksksss497.png,1
2058,92,46,112,67,maksssksksss498.png,1
2059,151,59,163,72,maksssksksss498.png,1
2060,166,53,179,67,maksssksksss498.png,2
2061,175,76,188,86,maksssksksss498.png,2
2062,194,57,207,74,maksssksksss498.png,0
2063,239,53,248,64,maksssksksss498.png,1
2064,251,72,264,89,maksssksksss498.png,1
2065,292,69,306,89,maksssksksss498.png,1
2066,321,56,340,77,maksssksksss498.png,2
2067,355,67,375,90,maksssksksss498.png,1
2068,130,76,141,85,maksssksksss498.png,2
2069,101,24,132,62,maksssksksss499.png,2
2070,222,44,253,77,maksssksksss499.png,1
2071,118,54,161,96,maksssksksss5.png,1
2072,364,30,401,66,maksssksksss5.png,2
2073,192,106,229,144,maksssksksss5.png,2
2074,249,95,291,139,maksssksksss5.png,1
2075,206,83,238,114,maksssksksss50.png,1
2076,226,51,262,82,maksssksksss50.png,1
2077,113,230,216,368,maksssksksss500.png,1
2078,1,41,43,125,maksssksksss501.png,1
2079,48,39,118,124,maksssksksss501.png,1
2080,162,47,221,123,maksssksksss501.png,1
2081,242,30,298,105,maksssksksss501.png,1
2082,301,51,351,118,maksssksksss501.png,1
2083,357,65,401,132,maksssksksss501.png,1
2084,55,72,115,136,maksssksksss502.png,2
2085,112,85,155,136,maksssksksss502.png,1
2086,181,56,243,126,maksssksksss502.png,2
2087,347,107,398,167,maksssksksss502.png,1
2088,196,141,240,182,maksssksksss503.png,1
2089,245,68,294,122,maksssksksss503.png,1
2090,31,170,135,296,maksssksksss504.png,1
2091,60,107,170,218,maksssksksss505.png,1
2092,79,79,272,269,maksssksksss506.png,1
2093,131,55,250,175,maksssksksss507.png,1
2094,69,96,146,173,maksssksksss508.png,1
2095,196,38,254,103,maksssksksss508.png,1
2096,253,90,319,164,maksssksksss508.png,1
2097,326,77,363,121,maksssksksss508.png,1
2098,151,1,242,57,maksssksksss509.png,1
2099,114,159,213,286,maksssksksss51.png,2
2100,27,32,93,101,maksssksksss510.png,1
2101,165,86,189,111,maksssksksss510.png,1
2102,231,89,259,127,maksssksksss510.png,1
2103,288,90,329,123,maksssksksss510.png,1
2104,152,100,241,182,maksssksksss511.png,1
2105,19,46,40,69,maksssksksss512.png,1
2106,82,40,99,61,maksssksksss512.png,1
2107,98,26,132,64,maksssksksss512.png,1
2108,172,41,198,70,maksssksksss512.png,1
2109,261,56,280,74,maksssksksss512.png,1
2110,285,47,316,81,maksssksksss512.png,1
2111,384,38,400,64,maksssksksss512.png,1
2112,75,45,106,83,maksssksksss513.png,1
2113,112,39,140,68,maksssksksss513.png,1
2114,184,49,213,80,maksssksksss513.png,1
2115,28,78,43,99,maksssksksss514.png,1
2116,160,66,176,83,maksssksksss514.png,1
2117,174,33,186,52,maksssksksss514.png,1
2118,202,40,216,59,maksssksksss514.png,1
2119,237,41,248,58,maksssksksss514.png,2
2120,249,44,266,66,maksssksksss514.png,0
2121,298,38,311,54,maksssksksss514.png,1
2122,333,51,346,70,maksssksksss514.png,1
2123,375,47,386,63,maksssksksss514.png,1
2124,386,44,400,64,maksssksksss514.png,0
2125,57,198,164,330,maksssksksss515.png,1
2126,89,81,111,111,maksssksksss516.png,1
2127,128,62,158,92,maksssksksss516.png,1
2128,158,58,178,82,maksssksksss516.png,1
2129,192,50,221,83,maksssksksss516.png,1
2130,254,78,284,108,maksssksksss516.png,1
2131,327,61,346,81,maksssksksss516.png,1
2132,35,64,51,80,maksssksksss516.png,1
2133,62,135,92,158,maksssksksss517.png,1
2134,236,97,257,123,maksssksksss517.png,1
2135,339,89,352,102,maksssksksss517.png,1
2136,187,79,201,100,maksssksksss517.png,1
2137,3,112,12,122,maksssksksss518.png,1
2138,27,178,35,186,maksssksksss518.png,1
2139,25,107,35,117,maksssksksss518.png,1
2140,51,108,61,120,maksssksksss518.png,1
2141,43,137,53,148,maksssksksss518.png,2
2142,63,156,71,166,maksssksksss518.png,2
2143,49,80,59,90,maksssksksss518.png,1
2144,72,82,77,92,maksssksksss518.png,1
2145,55,57,64,66,maksssksksss518.png,2
2146,34,31,41,40,maksssksksss518.png,1
2147,104,149,116,162,maksssksksss518.png,1
2148,130,196,143,209,maksssksksss518.png,1
2149,117,135,127,147,maksssksksss518.png,1
2150,116,105,124,114,maksssksksss518.png,2
2151,107,89,115,99,maksssksksss518.png,1
2152,146,106,154,116,maksssksksss518.png,1
2153,152,152,164,164,maksssksksss518.png,1
2154,167,177,178,191,maksssksksss518.png,1
2155,154,174,166,188,maksssksksss518.png,1
2156,190,202,197,212,maksssksksss518.png,1
2157,192,142,203,155,maksssksksss518.png,1
2158,184,133,197,141,maksssksksss518.png,1
2159,176,98,187,108,maksssksksss518.png,1
2160,139,80,150,90,maksssksksss518.png,1
2161,89,56,98,63,maksssksksss518.png,1
2162,85,46,93,55,maksssksksss518.png,2
2163,107,57,117,67,maksssksksss518.png,2
2164,122,52,130,60,maksssksksss518.png,2
2165,149,58,158,67,maksssksksss518.png,1
2166,140,43,150,52,maksssksksss518.png,1
2167,108,15,115,23,maksssksksss518.png,1
2168,123,8,129,16,maksssksksss518.png,1
2169,133,34,140,42,maksssksksss518.png,1
2170,163,33,171,40,maksssksksss518.png,1
2171,99,43,106,51,maksssksksss518.png,1
2172,171,81,181,90,maksssksksss518.png,1
2173,186,67,195,78,maksssksksss518.png,1
2174,199,78,208,88,maksssksksss518.png,1
2175,204,105,212,114,maksssksksss518.png,1
2176,247,192,260,205,maksssksksss518.png,1
2177,264,212,278,225,maksssksksss518.png,1
2178,245,125,255,134,maksssksksss518.png,1
2179,248,88,258,96,maksssksksss518.png,1
2180,221,82,230,92,maksssksksss518.png,1
2181,229,75,237,83,maksssksksss518.png,1
2182,232,60,239,68,maksssksksss518.png,1
2183,209,43,217,51,maksssksksss518.png,1
2184,130,1,136,8,maksssksksss518.png,1
2185,166,8,171,15,maksssksksss518.png,2
2186,177,4,185,12,maksssksksss518.png,1
2187,205,14,212,22,maksssksksss518.png,1
2188,223,4,229,11,maksssksksss518.png,1
2189,258,28,265,36,maksssksksss518.png,1
2190,267,23,274,29,maksssksksss518.png,2
2191,262,61,270,68,maksssksksss518.png,1
2192,277,85,285,94,maksssksksss518.png,1
2193,287,133,299,145,maksssksksss518.png,1
2194,287,96,296,106,maksssksksss518.png,1
2195,296,107,306,117,maksssksksss518.png,1
2196,302,90,311,100,maksssksksss518.png,1
2197,300,128,309,138,maksssksksss518.png,1
2198,281,14,287,21,maksssksksss518.png,1
2199,265,1,272,8,maksssksksss518.png,1
2200,292,1,297,8,maksssksksss518.png,1
2201,306,5,311,12,maksssksksss518.png,1
2202,306,15,312,22,maksssksksss518.png,2
2203,295,33,301,40,maksssksksss518.png,2
2204,321,43,329,52,maksssksksss518.png,1
2205,343,23,350,30,maksssksksss518.png,1
2206,348,1,354,7,maksssksksss518.png,2
2207,361,22,368,29,maksssksksss518.png,1
2208,355,38,363,46,maksssksksss518.png,1
2209,352,55,361,64,maksssksksss518.png,1
2210,340,62,347,71,maksssksksss518.png,1
2211,361,66,369,75,maksssksksss518.png,1
2212,379,54,384,60,maksssksksss518.png,1
2213,365,81,375,91,maksssksksss518.png,1
2214,378,99,388,108,maksssksksss518.png,1
2215,384,65,392,75,maksssksksss518.png,1
2216,341,15,347,21,maksssksksss518.png,1
2217,392,147,400,159,maksssksksss518.png,1
2218,391,127,400,138,maksssksksss518.png,1
2219,372,112,381,120,maksssksksss518.png,1
2220,133,82,157,109,maksssksksss519.png,1
2221,217,76,243,103,maksssksksss519.png,1
2222,322,62,341,83,maksssksksss519.png,1
2223,37,166,84,214,maksssksksss52.png,2
2224,6,117,47,149,maksssksksss52.png,2
2225,2,77,35,99,maksssksksss52.png,1
2226,39,65,75,103,maksssksksss52.png,1
2227,76,69,92,88,maksssksksss52.png,1
2228,92,74,129,113,maksssksksss52.png,2
2229,116,132,161,175,maksssksksss52.png,1
2230,161,130,195,163,maksssksksss52.png,1
2231,209,119,262,170,maksssksksss52.png,1
2232,191,84,208,117,maksssksksss52.png,1
2233,131,67,157,97,maksssksksss52.png,2
2234,168,57,196,85,maksssksksss52.png,0
2235,221,51,246,77,maksssksksss52.png,2
2236,74,31,96,53,maksssksksss52.png,2
2237,63,37,77,56,maksssksksss52.png,1
2238,41,23,58,40,maksssksksss52.png,1
2239,1,34,24,61,maksssksksss52.png,1
2240,23,37,37,54,maksssksksss52.png,0
2241,73,5,84,16,maksssksksss52.png,1
2242,94,22,103,33,maksssksksss52.png,1
2243,97,34,115,53,maksssksksss52.png,1
2244,157,61,173,84,maksssksksss52.png,1
2245,145,42,160,56,maksssksksss52.png,1
2246,127,31,142,44,maksssksksss52.png,1
2247,143,29,160,42,maksssksksss52.png,1
2248,129,7,139,19,maksssksksss52.png,1
2249,115,10,120,19,maksssksksss52.png,1
2250,154,13,163,24,maksssksksss52.png,1
2251,159,21,171,32,maksssksksss52.png,1
2252,185,20,200,37,maksssksksss52.png,2
2253,197,37,214,58,maksssksksss52.png,1
2254,194,54,211,73,maksssksksss52.png,1
2255,205,6,210,18,maksssksksss52.png,1
2256,228,9,236,19,maksssksksss52.png,1
2257,250,4,261,16,maksssksksss52.png,1
2258,254,30,272,47,maksssksksss52.png,0
2259,246,51,256,72,maksssksksss52.png,2
2260,260,74,285,97,maksssksksss52.png,1
2261,270,33,281,49,maksssksksss52.png,1
2262,276,9,284,19,maksssksksss52.png,2
2263,268,110,279,127,maksssksksss52.png,1
2264,284,111,316,150,maksssksksss52.png,1
2265,303,147,352,203,maksssksksss52.png,1
2266,328,51,352,77,maksssksksss52.png,1
2267,378,61,388,84,maksssksksss52.png,2
2268,352,48,366,71,maksssksksss52.png,1
2269,286,73,307,90,maksssksksss52.png,1
2270,310,39,329,58,maksssksksss52.png,1
2271,304,16,322,36,maksssksksss52.png,1
2272,326,11,338,30,maksssksksss52.png,0
2273,362,23,370,36,maksssksksss52.png,1
2274,42,173,154,304,maksssksksss520.png,1
2275,178,35,265,133,maksssksksss521.png,2
2276,1,174,17,211,maksssksksss522.png,2
2277,112,134,150,182,maksssksksss522.png,2
2278,124,193,148,218,maksssksksss522.png,2
2279,81,92,167,190,maksssksksss523.png,2
2280,192,96,268,171,maksssksksss523.png,1
2281,244,165,292,220,maksssksksss524.png,1
2282,295,135,348,192,maksssksksss524.png,1
2283,365,118,389,148,maksssksksss524.png,1
2284,318,63,345,88,maksssksksss524.png,1
2285,366,55,379,75,maksssksksss524.png,1
2286,259,90,291,123,maksssksksss524.png,1
2287,244,47,262,69,maksssksksss524.png,1
2288,211,116,240,148,maksssksksss524.png,1
2289,133,116,162,151,maksssksksss524.png,1
2290,192,95,216,118,maksssksksss524.png,1
2291,89,112,113,134,maksssksksss524.png,1
2292,33,137,62,171,maksssksksss524.png,1
2293,10,100,32,123,maksssksksss524.png,1
2294,85,55,108,76,maksssksksss524.png,1
2295,133,39,154,61,maksssksksss524.png,1
2296,186,56,198,72,maksssksksss524.png,1
2297,207,66,220,84,maksssksksss524.png,1
2298,46,40,69,62,maksssksksss524.png,1
2299,319,128,486,307,maksssksksss525.png,0
2300,66,30,100,66,maksssksksss526.png,2
2301,165,85,200,120,maksssksksss526.png,1
2302,251,88,285,123,maksssksksss526.png,1
2303,309,107,350,146,maksssksksss526.png,2
2304,97,21,113,40,maksssksksss527.png,2
2305,26,57,46,81,maksssksksss527.png,2
2306,141,111,165,137,maksssksksss527.png,2
2307,190,76,219,106,maksssksksss527.png,1
2308,248,54,269,72,maksssksksss527.png,2
2309,244,82,270,108,maksssksksss527.png,2
2310,43,169,149,308,maksssksksss528.png,2
2311,12,58,45,86,maksssksksss529.png,1
2312,135,53,164,83,maksssksksss529.png,1
2313,170,89,182,103,maksssksksss529.png,2
2314,199,85,208,94,maksssksksss529.png,1
2315,215,80,224,94,maksssksksss529.png,1
2316,239,53,278,91,maksssksksss529.png,1
2317,336,32,386,78,maksssksksss529.png,1
2318,223,97,232,107,maksssksksss529.png,1
2319,82,63,103,87,maksssksksss53.png,1
2320,194,30,216,56,maksssksksss53.png,1
2321,200,91,234,128,maksssksksss53.png,1
2322,76,236,149,349,maksssksksss530.png,2
2323,92,201,172,322,maksssksksss531.png,1
2324,71,197,169,322,maksssksksss532.png,1
2325,101,203,205,347,maksssksksss533.png,1
2326,21,152,34,168,maksssksksss534.png,1
2327,59,140,66,150,maksssksksss534.png,1
2328,71,161,85,174,maksssksksss534.png,1
2329,112,124,132,148,maksssksksss534.png,1
2330,165,149,180,171,maksssksksss534.png,1
2331,228,142,241,157,maksssksksss534.png,1
2332,244,140,251,148,maksssksksss534.png,1
2333,260,141,266,148,maksssksksss534.png,2
2334,289,153,303,166,maksssksksss534.png,1
2335,346,132,364,153,maksssksksss534.png,0
2336,307,139,313,145,maksssksksss534.png,1
2337,43,38,59,55,maksssksksss535.png,1
2338,93,32,118,63,maksssksksss535.png,1
2339,233,48,242,56,maksssksksss535.png,2
2340,273,51,283,61,maksssksksss535.png,2
2341,318,35,330,51,maksssksksss535.png,1
2342,353,40,368,58,maksssksksss535.png,1
2343,107,158,197,287,maksssksksss536.png,1
2344,95,177,195,295,maksssksksss537.png,2
2345,27,81,33,86,maksssksksss538.png,2
2346,122,80,142,104,maksssksksss538.png,1
2347,249,57,275,86,maksssksksss538.png,1
2348,25,13,35,25,maksssksksss539.png,1
2349,55,10,65,20,maksssksksss539.png,1
2350,120,16,130,31,maksssksksss539.png,1
2351,167,3,178,15,maksssksksss539.png,1
2352,21,48,34,62,maksssksksss539.png,1
2353,53,40,66,52,maksssksksss539.png,1
2354,107,37,119,51,maksssksksss539.png,1
2355,116,56,128,68,maksssksksss539.png,1
2356,91,77,104,89,maksssksksss539.png,1
2357,25,72,40,86,maksssksksss539.png,1
2358,8,90,22,105,maksssksksss539.png,1
2359,36,105,50,117,maksssksksss539.png,1
2360,36,122,48,138,maksssksksss539.png,1
2361,60,131,73,146,maksssksksss539.png,1
2362,61,152,79,169,maksssksksss539.png,1
2363,42,206,60,222,maksssksksss539.png,1
2364,52,238,70,257,maksssksksss539.png,1
2365,93,226,111,241,maksssksksss539.png,1
2366,124,128,140,142,maksssksksss539.png,1
2367,134,90,146,103,maksssksksss539.png,1
2368,143,210,161,229,maksssksksss539.png,1
2369,170,142,185,160,maksssksksss539.png,1
2370,196,23,207,32,maksssksksss539.png,1
2371,205,37,217,49,maksssksksss539.png,1
2372,231,25,242,37,maksssksksss539.png,1
2373,220,49,232,61,maksssksksss539.png,1
2374,258,46,271,58,maksssksksss539.png,1
2375,247,60,261,76,maksssksksss539.png,1
2376,233,101,247,116,maksssksksss539.png,1
2377,214,124,228,141,maksssksksss539.png,1
2378,279,203,296,222,maksssksksss539.png,1
2379,302,93,316,110,maksssksksss539.png,1
2380,313,139,328,155,maksssksksss539.png,1
2381,310,8,322,18,maksssksksss539.png,1
2382,322,2,331,14,maksssksksss539.png,1
2383,366,11,376,24,maksssksksss539.png,2
2384,330,27,343,37,maksssksksss539.png,1
2385,376,89,391,100,maksssksksss539.png,1
2386,353,125,367,140,maksssksksss539.png,1
2387,363,176,376,192,maksssksksss539.png,1
2388,372,191,392,205,maksssksksss539.png,1
2389,119,40,157,80,maksssksksss54.png,1
2390,197,68,227,110,maksssksksss54.png,1
2391,316,81,338,113,maksssksksss54.png,1
2392,161,78,178,98,maksssksksss54.png,2
2393,107,129,202,245,maksssksksss540.png,2
2394,104,144,213,285,maksssksksss541.png,1
2395,163,47,239,137,maksssksksss542.png,1
2396,46,39,56,50,maksssksksss543.png,2
2397,101,50,112,63,maksssksksss543.png,2
2398,194,34,205,51,maksssksksss543.png,2
2399,230,24,243,41,maksssksksss543.png,2
2400,252,51,270,69,maksssksksss543.png,2
2401,295,40,306,50,maksssksksss543.png,2
2402,282,42,291,52,maksssksksss543.png,2
2403,267,42,278,55,maksssksksss543.png,2
2404,259,32,269,42,maksssksksss543.png,2
2405,337,31,350,46,maksssksksss543.png,2
2406,145,200,240,324,maksssksksss544.png,2
2407,328,33,350,57,maksssksksss545.png,1
2408,366,70,384,92,maksssksksss545.png,0
2409,249,44,268,63,maksssksksss545.png,1
2410,278,71,292,87,maksssksksss545.png,1
2411,29,47,46,67,maksssksksss545.png,1
2412,37,63,59,88,maksssksksss545.png,0
2413,179,40,205,67,maksssksksss545.png,0
2414,68,67,90,91,maksssksksss545.png,2
2415,1,46,18,63,maksssksksss545.png,2
2416,137,57,155,76,maksssksksss545.png,2
2417,235,51,249,67,maksssksksss545.png,2
2418,282,33,301,51,maksssksksss545.png,2
2419,89,54,103,71,maksssksksss545.png,2
2420,27,177,140,311,maksssksksss546.png,1
2421,84,39,100,56,maksssksksss547.png,1
2422,192,31,212,51,maksssksksss547.png,1
2423,315,48,332,68,maksssksksss547.png,1
2424,185,79,215,110,maksssksksss548.png,1
2425,256,66,273,85,maksssksksss548.png,2
2426,145,98,181,132,maksssksksss549.png,1
2427,116,141,234,291,maksssksksss55.png,1
2428,118,78,239,204,maksssksksss550.png,1
2429,41,56,82,99,maksssksksss551.png,1
2430,149,108,186,146,maksssksksss551.png,1
2431,255,146,290,184,maksssksksss551.png,1
2432,342,143,378,178,maksssksksss551.png,1
2433,203,114,241,149,maksssksksss551.png,1
2434,155,37,228,111,maksssksksss552.png,1
2435,143,190,207,293,maksssksksss553.png,1
2436,96,44,117,73,maksssksksss554.png,1
2437,84,162,106,182,maksssksksss554.png,1
2438,167,50,193,83,maksssksksss554.png,1
2439,229,24,265,71,maksssksksss554.png,1
2440,265,57,289,89,maksssksksss554.png,1
2441,95,111,111,128,maksssksksss555.png,1
2442,162,95,179,115,maksssksksss555.png,1
2443,256,98,270,114,maksssksksss555.png,1
2444,310,108,327,130,maksssksksss555.png,1
2445,81,57,104,78,maksssksksss556.png,1
2446,106,37,136,66,maksssksksss556.png,1
2447,150,58,177,87,maksssksksss556.png,1
2448,130,118,155,146,maksssksksss556.png,1
2449,178,34,197,59,maksssksksss556.png,1
2450,204,28,223,51,maksssksksss556.png,1
2451,180,160,205,186,maksssksksss556.png,1
2452,279,34,309,66,maksssksksss556.png,1
2453,347,1,377,29,maksssksksss556.png,1
2454,376,7,400,40,maksssksksss556.png,1
2455,58,167,173,317,maksssksksss557.png,1
2456,5,134,73,206,maksssksksss558.png,1
2457,85,118,126,161,maksssksksss558.png,1
2458,108,74,134,98,maksssksksss558.png,2
2459,148,100,182,133,maksssksksss558.png,1
2460,184,67,198,94,maksssksksss558.png,2
2461,198,72,241,120,maksssksksss558.png,1
2462,241,75,275,116,maksssksksss558.png,1
2463,261,22,279,41,maksssksksss558.png,2
2464,337,40,356,57,maksssksksss558.png,1
2465,357,30,379,53,maksssksksss558.png,1
2466,287,62,306,81,maksssksksss558.png,1
2467,299,79,328,111,maksssksksss558.png,1
2468,371,84,398,115,maksssksksss558.png,1
2469,275,187,329,225,maksssksksss558.png,1
2470,171,17,184,30,maksssksksss558.png,1
