xmin,ymin,xmax,ymax,image,labels
131,55,250,175,maksssksksss507.png,1
69,96,146,173,maksssksksss508.png,1
196,38,254,103,maksssksksss508.png,1
253,90,319,164,maksssksksss508.png,1
326,77,363,121,maksssksksss508.png,1
151,1,242,57,maksssksksss509.png,1
114,159,213,286,maksssksksss51.png,2
27,32,93,101,maksssksksss510.png,1
165,86,189,111,maksssksksss510.png,1
231,89,259,127,maksssksksss510.png,1
288,90,329,123,maksssksksss510.png,1
152,100,241,182,maksssksksss511.png,1
19,46,40,69,maksssksksss512.png,1
82,40,99,61,maksssksksss512.png,1
98,26,132,64,maksssksksss512.png,1
172,41,198,70,maksssksksss512.png,1
261,56,280,74,maksssksksss512.png,1
285,47,316,81,maksssksksss512.png,1
384,38,400,64,maksssksksss512.png,1
75,45,106,83,maksssksksss513.png,1
112,39,140,68,maksssksksss513.png,1
184,49,213,80,maksssksksss513.png,1
28,78,43,99,maksssksksss514.png,1
160,66,176,83,maksssksksss514.png,1
174,33,186,52,maksssksksss514.png,1
202,40,216,59,maksssksksss514.png,1
237,41,248,58,maksssksksss514.png,2
249,44,266,66,maksssksksss514.png,0
298,38,311,54,maksssksksss514.png,1
333,51,346,70,maksssksksss514.png,1
375,47,386,63,maksssksksss514.png,1
386,44,400,64,maksssksksss514.png,0
57,198,164,330,maksssksksss515.png,1
89,81,111,111,maksssksksss516.png,1
128,62,158,92,maksssksksss516.png,1
158,58,178,82,maksssksksss516.png,1
192,50,221,83,maksssksksss516.png,1
254,78,284,108,maksssksksss516.png,1
327,61,346,81,maksssksksss516.png,1
35,64,51,80,maksssksksss516.png,1
62,135,92,158,maksssksksss517.png,1
236,97,257,123,maksssksksss517.png,1
339,89,352,102,maksssksksss517.png,1
187,79,201,100,maksssksksss517.png,1
3,112,12,122,maksssksksss518.png,1
27,178,35,186,maksssksksss518.png,1
25,107,35,117,maksssksksss518.png,1
51,108,61,120,maksssksksss518.png,1
43,137,53,148,maksssksksss518.png,2
63,156,71,166,maksssksksss518.png,2
49,80,59,90,maksssksksss518.png,1
72,82,77,92,maksssksksss518.png,1
55,57,64,66,maksssksksss518.png,2
34,31,41,40,maksssksksss518.png,1
104,149,116,162,maksssksksss518.png,1
130,196,143,209,maksssksksss518.png,1
117,135,127,147,maksssksksss518.png,1
116,105,124,114,maksssksksss518.png,2
107,89,115,99,maksssksksss518.png,1
146,106,154,116,maksssksksss518.png,1
152,152,164,164,maksssksksss518.png,1
167,177,178,191,maksssksksss518.png,1
154,174,166,188,maksssksksss518.png,1
190,202,197,212,maksssksksss518.png,1
192,142,203,155,maksssksksss518.png,1
184,133,197,141,maksssksksss518.png,1
176,98,187,108,maksssksksss518.png,1
139,80,150,90,maksssksksss518.png,1
89,56,98,63,maksssksksss518.png,1
85,46,93,55,maksssksksss518.png,2
107,57,117,67,maksssksksss518.png,2
122,52,130,60,maksssksksss518.png,2
149,58,158,67,maksssksksss518.png,1
140,43,150,52,maksssksksss518.png,1
108,15,115,23,maksssksksss518.png,1
123,8,129,16,maksssksksss518.png,1
133,34,140,42,maksssksksss518.png,1
163,33,171,40,maksssksksss518.png,1
99,43,106,51,maksssksksss518.png,1
171,81,181,90,maksssksksss518.png,1
186,67,195,78,maksssksksss518.png,1
199,78,208,88,maksssksksss518.png,1
204,105,212,114,maksssksksss518.png,1
247,192,260,205,maksssksksss518.png,1
264,212,278,225,maksssksksss518.png,1
245,125,255,134,maksssksksss518.png,1
248,88,258,96,maksssksksss518.png,1
221,82,230,92,maksssksksss518.png,1
229,75,237,83,maksssksksss518.png,1
232,60,239,68,maksssksksss518.png,1
209,43,217,51,maksssksksss518.png,1
130,1,136,8,maksssksksss518.png,1
166,8,171,15,maksssksksss518.png,2
177,4,185,12,maksssksksss518.png,1
205,14,212,22,maksssksksss518.png,1
223,4,229,11,maksssksksss518.png,1
258,28,265,36,maksssksksss518.png,1
267,23,274,29,maksssksksss518.png,2
262,61,270,68,maksssksksss518.png,1
277,85,285,94,maksssksksss518.png,1
287,133,299,145,maksssksksss518.png,1
287,96,296,106,maksssksksss518.png,1
296,107,306,117,maksssksksss518.png,1
302,90,311,100,maksssksksss518.png,1
300,128,309,138,maksssksksss518.png,1
281,14,287,21,maksssksksss518.png,1
265,1,272,8,maksssksksss518.png,1
292,1,297,8,maksssksksss518.png,1
306,5,311,12,maksssksksss518.png,1
306,15,312,22,maksssksksss518.png,2
295,33,301,40,maksssksksss518.png,2
321,43,329,52,maksssksksss518.png,1
343,23,350,30,maksssksksss518.png,1
348,1,354,7,maksssksksss518.png,2
361,22,368,29,maksssksksss518.png,1
355,38,363,46,maksssksksss518.png,1
352,55,361,64,maksssksksss518.png,1
340,62,347,71,maksssksksss518.png,1
361,66,369,75,maksssksksss518.png,1
379,54,384,60,maksssksksss518.png,1
365,81,375,91,maksssksksss518.png,1
378,99,388,108,maksssksksss518.png,1
384,65,392,75,maksssksksss518.png,1
341,15,347,21,maksssksksss518.png,1
392,147,400,159,maksssksksss518.png,1
391,127,400,138,maksssksksss518.png,1
372,112,381,120,maksssksksss518.png,1
133,82,157,109,maksssksksss519.png,1
217,76,243,103,maksssksksss519.png,1
322,62,341,83,maksssksksss519.png,1
37,166,84,214,maksssksksss52.png,2
6,117,47,149,maksssksksss52.png,2
2,77,35,99,maksssksksss52.png,1
39,65,75,103,maksssksksss52.png,1
76,69,92,88,maksssksksss52.png,1
92,74,129,113,maksssksksss52.png,2
116,132,161,175,maksssksksss52.png,1
161,130,195,163,maksssksksss52.png,1
209,119,262,170,maksssksksss52.png,1
191,84,208,117,maksssksksss52.png,1
131,67,157,97,maksssksksss52.png,2
168,57,196,85,maksssksksss52.png,0
221,51,246,77,maksssksksss52.png,2
74,31,96,53,maksssksksss52.png,2
63,37,77,56,maksssksksss52.png,1
41,23,58,40,maksssksksss52.png,1
1,34,24,61,maksssksksss52.png,1
23,37,37,54,maksssksksss52.png,0
73,5,84,16,maksssksksss52.png,1
94,22,103,33,maksssksksss52.png,1
97,34,115,53,maksssksksss52.png,1
157,61,173,84,maksssksksss52.png,1
145,42,160,56,maksssksksss52.png,1
127,31,142,44,maksssksksss52.png,1
143,29,160,42,maksssksksss52.png,1
129,7,139,19,maksssksksss52.png,1
115,10,120,19,maksssksksss52.png,1
154,13,163,24,maksssksksss52.png,1
159,21,171,32,maksssksksss52.png,1
185,20,200,37,maksssksksss52.png,2
197,37,214,58,maksssksksss52.png,1
194,54,211,73,maksssksksss52.png,1
205,6,210,18,maksssksksss52.png,1
228,9,236,19,maksssksksss52.png,1
250,4,261,16,maksssksksss52.png,1
254,30,272,47,maksssksksss52.png,0
246,51,256,72,maksssksksss52.png,2
260,74,285,97,maksssksksss52.png,1
270,33,281,49,maksssksksss52.png,1
276,9,284,19,maksssksksss52.png,2
268,110,279,127,maksssksksss52.png,1
284,111,316,150,maksssksksss52.png,1
303,147,352,203,maksssksksss52.png,1
328,51,352,77,maksssksksss52.png,1
378,61,388,84,maksssksksss52.png,2
352,48,366,71,maksssksksss52.png,1
286,73,307,90,maksssksksss52.png,1
310,39,329,58,maksssksksss52.png,1
304,16,322,36,maksssksksss52.png,1
326,11,338,30,maksssksksss52.png,0
362,23,370,36,maksssksksss52.png,1
42,173,154,304,maksssksksss520.png,1
178,35,265,133,maksssksksss521.png,2
1,174,17,211,maksssksksss522.png,2
112,134,150,182,maksssksksss522.png,2
124,193,148,218,maksssksksss522.png,2
81,92,167,190,maksssksksss523.png,2
192,96,268,171,maksssksksss523.png,1
244,165,292,220,maksssksksss524.png,1
295,135,348,192,maksssksksss524.png,1
365,118,389,148,maksssksksss524.png,1
318,63,345,88,maksssksksss524.png,1
366,55,379,75,maksssksksss524.png,1
259,90,291,123,maksssksksss524.png,1
244,47,262,69,maksssksksss524.png,1
211,116,240,148,maksssksksss524.png,1
133,116,162,151,maksssksksss524.png,1
192,95,216,118,maksssksksss524.png,1
89,112,113,134,maksssksksss524.png,1
33,137,62,171,maksssksksss524.png,1
10,100,32,123,maksssksksss524.png,1
85,55,108,76,maksssksksss524.png,1
133,39,154,61,maksssksksss524.png,1
186,56,198,72,maksssksksss524.png,1
207,66,220,84,maksssksksss524.png,1
46,40,69,62,maksssksksss524.png,1
319,128,486,307,maksssksksss525.png,0
66,30,100,66,maksssksksss526.png,2
165,85,200,120,maksssksksss526.png,1
251,88,285,123,maksssksksss526.png,1
309,107,350,146,maksssksksss526.png,2
97,21,113,40,maksssksksss527.png,2
26,57,46,81,maksssksksss527.png,2
141,111,165,137,maksssksksss527.png,2
190,76,219,106,maksssksksss527.png,1
248,54,269,72,maksssksksss527.png,2
244,82,270,108,maksssksksss527.png,2
43,169,149,308,maksssksksss528.png,2
12,58,45,86,maksssksksss529.png,1
135,53,164,83,maksssksksss529.png,1
170,89,182,103,maksssksksss529.png,2
199,85,208,94,maksssksksss529.png,1
215,80,224,94,maksssksksss529.png,1
239,53,278,91,maksssksksss529.png,1
336,32,386,78,maksssksksss529.png,1
223,97,232,107,maksssksksss529.png,1
82,63,103,87,maksssksksss53.png,1
194,30,216,56,maksssksksss53.png,1
200,91,234,128,maksssksksss53.png,1
76,236,149,349,maksssksksss530.png,2
92,201,172,322,maksssksksss531.png,1
71,197,169,322,maksssksksss532.png,1
101,203,205,347,maksssksksss533.png,1
21,152,34,168,maksssksksss534.png,1
59,140,66,150,maksssksksss534.png,1
71,161,85,174,maksssksksss534.png,1
112,124,132,148,maksssksksss534.png,1
165,149,180,171,maksssksksss534.png,1
228,142,241,157,maksssksksss534.png,1
244,140,251,148,maksssksksss534.png,1
260,141,266,148,maksssksksss534.png,2
289,153,303,166,maksssksksss534.png,1
346,132,364,153,maksssksksss534.png,0
307,139,313,145,maksssksksss534.png,1
43,38,59,55,maksssksksss535.png,1
93,32,118,63,maksssksksss535.png,1
233,48,242,56,maksssksksss535.png,2
273,51,283,61,maksssksksss535.png,2
318,35,330,51,maksssksksss535.png,1
353,40,368,58,maksssksksss535.png,1
107,158,197,287,maksssksksss536.png,1
95,177,195,295,maksssksksss537.png,2
27,81,33,86,maksssksksss538.png,2
122,80,142,104,maksssksksss538.png,1
249,57,275,86,maksssksksss538.png,1
25,13,35,25,maksssksksss539.png,1
55,10,65,20,maksssksksss539.png,1
120,16,130,31,maksssksksss539.png,1
167,3,178,15,maksssksksss539.png,1
21,48,34,62,maksssksksss539.png,1
53,40,66,52,maksssksksss539.png,1
107,37,119,51,maksssksksss539.png,1
116,56,128,68,maksssksksss539.png,1
91,77,104,89,maksssksksss539.png,1
25,72,40,86,maksssksksss539.png,1
8,90,22,105,maksssksksss539.png,1
36,105,50,117,maksssksksss539.png,1
36,122,48,138,maksssksksss539.png,1
60,131,73,146,maksssksksss539.png,1
61,152,79,169,maksssksksss539.png,1
42,206,60,222,maksssksksss539.png,1
52,238,70,257,maksssksksss539.png,1
93,226,111,241,maksssksksss539.png,1
124,128,140,142,maksssksksss539.png,1
134,90,146,103,maksssksksss539.png,1
143,210,161,229,maksssksksss539.png,1
170,142,185,160,maksssksksss539.png,1
196,23,207,32,maksssksksss539.png,1
205,37,217,49,maksssksksss539.png,1
231,25,242,37,maksssksksss539.png,1
220,49,232,61,maksssksksss539.png,1
258,46,271,58,maksssksksss539.png,1
247,60,261,76,maksssksksss539.png,1
233,101,247,116,maksssksksss539.png,1
214,124,228,141,maksssksksss539.png,1
279,203,296,222,maksssksksss539.png,1
302,93,316,110,maksssksksss539.png,1
313,139,328,155,maksssksksss539.png,1
310,8,322,18,maksssksksss539.png,1
322,2,331,14,maksssksksss539.png,1
366,11,376,24,maksssksksss539.png,2
330,27,343,37,maksssksksss539.png,1
376,89,391,100,maksssksksss539.png,1
353,125,367,140,maksssksksss539.png,1
363,176,376,192,maksssksksss539.png,1
372,191,392,205,maksssksksss539.png,1
119,40,157,80,maksssksksss54.png,1
197,68,227,110,maksssksksss54.png,1
316,81,338,113,maksssksksss54.png,1
161,78,178,98,maksssksksss54.png,2
107,129,202,245,maksssksksss540.png,2
104,144,213,285,maksssksksss541.png,1
163,47,239,137,maksssksksss542.png,1
46,39,56,50,maksssksksss543.png,2
101,50,112,63,maksssksksss543.png,2
194,34,205,51,maksssksksss543.png,2
230,24,243,41,maksssksksss543.png,2
252,51,270,69,maksssksksss543.png,2
295,40,306,50,maksssksksss543.png,2
282,42,291,52,maksssksksss543.png,2
267,42,278,55,maksssksksss543.png,2
259,32,269,42,maksssksksss543.png,2
337,31,350,46,maksssksksss543.png,2
145,200,240,324,maksssksksss544.png,2
328,33,350,57,maksssksksss545.png,1
366,70,384,92,maksssksksss545.png,0
249,44,268,63,maksssksksss545.png,1
278,71,292,87,maksssksksss545.png,1
29,47,46,67,maksssksksss545.png,1
37,63,59,88,maksssksksss545.png,0
179,40,205,67,maksssksksss545.png,0
68,67,90,91,maksssksksss545.png,2
1,46,18,63,maksssksksss545.png,2
137,57,155,76,maksssksksss545.png,2
235,51,249,67,maksssksksss545.png,2
282,33,301,51,maksssksksss545.png,2
89,54,103,71,maksssksksss545.png,2
27,177,140,311,maksssksksss546.png,1
84,39,100,56,maksssksksss547.png,1
192,31,212,51,maksssksksss547.png,1
315,48,332,68,maksssksksss547.png,1
185,79,215,110,maksssksksss548.png,1
256,66,273,85,maksssksksss548.png,2
145,98,181,132,maksssksksss549.png,1
116,141,234,291,maksssksksss55.png,1
118,78,239,204,maksssksksss550.png,1
41,56,82,99,maksssksksss551.png,1
149,108,186,146,maksssksksss551.png,1
255,146,290,184,maksssksksss551.png,1
342,143,378,178,maksssksksss551.png,1
203,114,241,149,maksssksksss551.png,1
155,37,228,111,maksssksksss552.png,1
143,190,207,293,maksssksksss553.png,1
96,44,117,73,maksssksksss554.png,1
84,162,106,182,maksssksksss554.png,1
167,50,193,83,maksssksksss554.png,1
229,24,265,71,maksssksksss554.png,1
265,57,289,89,maksssksksss554.png,1
95,111,111,128,maksssksksss555.png,1
162,95,179,115,maksssksksss555.png,1
256,98,270,114,maksssksksss555.png,1
310,108,327,130,maksssksksss555.png,1
81,57,104,78,maksssksksss556.png,1
106,37,136,66,maksssksksss556.png,1
150,58,177,87,maksssksksss556.png,1
130,118,155,146,maksssksksss556.png,1
178,34,197,59,maksssksksss556.png,1
204,28,223,51,maksssksksss556.png,1
180,160,205,186,maksssksksss556.png,1
279,34,309,66,maksssksksss556.png,1
347,1,377,29,maksssksksss556.png,1
376,7,400,40,maksssksksss556.png,1
58,167,173,317,maksssksksss557.png,1
5,134,73,206,maksssksksss558.png,1
85,118,126,161,maksssksksss558.png,1
108,74,134,98,maksssksksss558.png,2
148,100,182,133,maksssksksss558.png,1
184,67,198,94,maksssksksss558.png,2
198,72,241,120,maksssksksss558.png,1
241,75,275,116,maksssksksss558.png,1
261,22,279,41,maksssksksss558.png,2
337,40,356,57,maksssksksss558.png,1
357,30,379,53,maksssksksss558.png,1
287,62,306,81,maksssksksss558.png,1
299,79,328,111,maksssksksss558.png,1
371,84,398,115,maksssksksss558.png,1
275,187,329,225,maksssksksss558.png,1
171,17,184,30,maksssksksss558.png,1
233,23,245,39,maksssksksss558.png,2
305,6,318,17,maksssksksss558.png,2
7,215,50,256,maksssksksss559.png,1
64,190,92,219,maksssksksss559.png,1
96,161,148,220,maksssksksss559.png,1
183,137,214,179,maksssksksss559.png,1
120,53,138,72,maksssksksss559.png,1
153,22,168,37,maksssksksss559.png,1
163,55,177,73,maksssksksss559.png,1
194,31,206,42,maksssksksss559.png,1
230,32,245,48,maksssksksss559.png,1
219,88,234,105,maksssksksss559.png,1
257,124,298,165,maksssksksss559.png,1
296,43,310,57,maksssksksss559.png,1
332,81,347,96,maksssksksss559.png,2
259,44,274,60,maksssksksss559.png,2
170,108,189,127,maksssksksss559.png,2
191,105,258,183,maksssksksss56.png,1
179,126,219,165,maksssksksss560.png,1
81,163,184,279,maksssksksss561.png,2
163,81,241,173,maksssksksss562.png,0
70,53,204,205,maksssksksss563.png,1
63,85,94,118,maksssksksss564.png,1
129,106,185,172,maksssksksss564.png,2
25,64,49,91,maksssksksss564.png,1
58,29,76,52,maksssksksss564.png,0
78,65,100,85,maksssksksss564.png,2
103,50,124,68,maksssksksss564.png,1
128,45,152,64,maksssksksss564.png,1
161,56,181,74,maksssksksss564.png,1
178,69,201,93,maksssksksss564.png,1
206,74,233,93,maksssksksss564.png,1
179,31,193,47,maksssksksss564.png,2
148,18,157,27,maksssksksss564.png,1
182,14,192,24,maksssksksss564.png,1
252,86,289,121,maksssksksss564.png,1
45,37,60,56,maksssksksss564.png,1
98,34,116,49,maksssksksss564.png,1
228,10,234,17,maksssksksss564.png,1
306,183,333,225,maksssksksss564.png,1
319,103,354,142,maksssksksss564.png,1
317,54,344,77,maksssksksss564.png,1
320,86,335,107,maksssksksss564.png,1
303,36,320,59,maksssksksss564.png,1
342,32,355,47,maksssksksss564.png,1
134,191,229,316,maksssksksss565.png,2
101,76,128,101,maksssksksss566.png,1
237,73,255,89,maksssksksss566.png,0
195,70,210,103,maksssksksss566.png,1
267,74,290,99,maksssksksss566.png,1
13,82,25,92,maksssksksss566.png,1
37,87,48,100,maksssksksss566.png,1
1,87,14,99,maksssksksss566.png,1
80,61,116,100,maksssksksss567.png,1
228,42,260,80,maksssksksss567.png,1
304,47,339,84,maksssksksss567.png,1
135,69,156,90,maksssksksss567.png,2
35,69,55,91,maksssksksss567.png,2
101,195,194,308,maksssksksss568.png,1
161,97,197,149,maksssksksss569.png,1
101,251,162,355,maksssksksss57.png,1
148,130,176,161,maksssksksss570.png,1
233,126,261,155,maksssksksss570.png,1
43,138,62,160,maksssksksss570.png,2
108,115,131,137,maksssksksss570.png,2
288,116,303,138,maksssksksss570.png,2
318,133,336,151,maksssksksss570.png,2
365,129,382,148,maksssksksss570.png,2
188,132,199,147,maksssksksss570.png,2
122,196,210,319,maksssksksss571.png,2
109,115,142,150,maksssksksss572.png,1
168,9,199,42,maksssksksss572.png,1
194,48,231,86,maksssksksss572.png,1
216,21,246,54,maksssksksss572.png,1
279,69,300,91,maksssksksss572.png,1
337,73,357,95,maksssksksss572.png,1
442,45,494,100,maksssksksss573.png,1
408,77,449,133,maksssksksss573.png,1
188,60,267,139,maksssksksss573.png,1
270,53,308,125,maksssksksss573.png,1
85,117,158,189,maksssksksss573.png,1
16,140,81,183,maksssksksss573.png,1
92,17,140,74,maksssksksss574.png,1
192,61,230,102,maksssksksss574.png,1
250,107,273,132,maksssksksss574.png,1
281,127,302,145,maksssksksss574.png,1
313,107,333,129,maksssksksss574.png,1
341,139,355,158,maksssksksss574.png,1
170,43,195,69,maksssksksss575.png,1
36,99,54,114,maksssksksss575.png,2
234,153,258,186,maksssksksss575.png,2
383,127,400,150,maksssksksss575.png,2
220,86,230,102,maksssksksss575.png,2
105,70,180,155,maksssksksss576.png,1
176,79,259,175,maksssksksss576.png,1
106,61,117,72,maksssksksss577.png,1
137,67,152,80,maksssksksss577.png,2
188,55,203,72,maksssksksss577.png,1
237,70,256,88,maksssksksss577.png,1
279,79,297,97,maksssksksss577.png,1
323,69,348,92,maksssksksss577.png,1
384,62,400,92,maksssksksss577.png,1
85,71,94,81,maksssksksss577.png,1
74,64,83,75,maksssksksss577.png,1
59,65,67,75,maksssksksss577.png,1
44,65,54,73,maksssksksss577.png,1
139,213,153,231,maksssksksss578.png,2
191,117,222,154,maksssksksss578.png,1
307,123,340,161,maksssksksss578.png,1
150,26,193,86,maksssksksss579.png,1
204,127,245,175,maksssksksss579.png,1
274,51,286,72,maksssksksss579.png,2
25,75,43,95,maksssksksss58.png,1
52,68,67,84,maksssksksss58.png,1
74,61,86,74,maksssksksss58.png,1
98,78,117,97,maksssksksss58.png,1
159,75,178,94,maksssksksss58.png,1
187,49,220,84,maksssksksss58.png,1
234,53,251,76,maksssksksss58.png,1
273,81,285,93,maksssksksss58.png,1
297,65,314,85,maksssksksss58.png,1
335,81,349,97,maksssksksss58.png,1
369,73,383,90,maksssksksss58.png,1
385,72,393,85,maksssksksss58.png,1
107,59,118,69,maksssksksss58.png,1
100,57,148,100,maksssksksss580.png,1
86,194,195,340,maksssksksss581.png,1
160,127,321,309,maksssksksss582.png,1
274,54,345,133,maksssksksss583.png,1
157,67,237,164,maksssksksss583.png,1
34,57,106,132,maksssksksss583.png,1
2,44,33,81,maksssksksss584.png,1
83,84,112,118,maksssksksss584.png,1
152,104,181,136,maksssksksss584.png,1
218,92,243,127,maksssksksss584.png,1
268,94,297,121,maksssksksss584.png,1
316,96,342,122,maksssksksss584.png,1
344,92,357,112,maksssksksss584.png,1
359,92,381,116,maksssksksss584.png,2
189,74,216,98,maksssksksss584.png,2
250,82,266,110,maksssksksss584.png,2
7,116,55,163,maksssksksss585.png,2
110,112,161,161,maksssksksss585.png,1
162,134,227,210,maksssksksss585.png,1
229,120,255,160,maksssksksss585.png,2
267,143,326,200,maksssksksss585.png,1
343,129,400,183,maksssksksss585.png,2
111,106,146,164,maksssksksss586.png,1
194,115,224,164,maksssksksss586.png,1
22,120,50,161,maksssksksss586.png,1
69,152,99,181,maksssksksss587.png,1
208,24,247,58,maksssksksss587.png,1
81,109,104,138,maksssksksss588.png,1
182,69,199,101,maksssksksss588.png,1
326,122,354,152,maksssksksss588.png,1
88,95,178,185,maksssksksss589.png,1
94,133,109,148,maksssksksss59.png,1
140,105,158,120,maksssksksss59.png,1
174,98,190,114,maksssksksss59.png,1
230,99,244,115,maksssksksss59.png,1
294,108,307,123,maksssksksss59.png,1
66,189,172,316,maksssksksss590.png,1
137,101,195,172,maksssksksss591.png,1
121,227,384,495,maksssksksss592.png,1
75,107,126,185,maksssksksss593.png,1
122,78,183,141,maksssksksss593.png,1
196,98,235,148,maksssksksss593.png,1
11,64,40,94,maksssksksss594.png,1
88,61,119,95,maksssksksss594.png,1
184,49,210,83,maksssksksss594.png,1
217,64,246,97,maksssksksss594.png,1
243,52,271,78,maksssksksss594.png,1
276,42,311,70,maksssksksss594.png,1
322,35,346,66,maksssksksss594.png,1
353,26,384,61,maksssksksss594.png,1
46,78,65,96,maksssksksss595.png,1
118,75,134,93,maksssksksss595.png,1
157,76,173,96,maksssksksss595.png,1
175,68,191,87,maksssksksss595.png,1
243,77,260,96,maksssksksss595.png,1
294,78,311,98,maksssksksss595.png,1
101,151,228,327,maksssksksss596.png,1
295,125,317,149,maksssksksss597.png,1
344,115,366,142,maksssksksss597.png,1
111,203,221,355,maksssksksss598.png,1
86,144,198,281,maksssksksss599.png,1
254,100,387,260,maksssksksss6.png,1
78,176,178,304,maksssksksss60.png,1
143,77,252,184,maksssksksss600.png,1
84,163,184,300,maksssksksss601.png,1
251,22,270,44,maksssksksss602.png,1
49,11,55,17,maksssksksss603.png,1
32,52,40,60,maksssksksss603.png,1
52,76,61,86,maksssksksss603.png,2
47,98,58,109,maksssksksss603.png,1
68,100,75,111,maksssksksss603.png,1
2,129,12,140,maksssksksss603.png,1
24,125,34,134,maksssksksss603.png,1
47,127,59,138,maksssksksss603.png,1
40,154,51,165,maksssksksss603.png,2
25,192,36,201,maksssksksss603.png,1
60,171,69,182,maksssksksss603.png,2
142,2,149,9,maksssksksss603.png,1
137,12,146,21,maksssksksss603.png,1
124,23,130,30,maksssksksss603.png,1
118,30,124,38,maksssksksss603.png,1
103,38,111,46,maksssksksss603.png,1
95,64,102,70,maksssksksss603.png,1
82,67,89,73,maksssksksss603.png,2
86,76,93,83,maksssksksss603.png,1
103,77,111,85,maksssksksss603.png,2
102,108,110,117,maksssksksss603.png,1
111,122,118,130,maksssksksss603.png,2
111,151,122,163,maksssksksss603.png,0
99,165,111,177,maksssksksss603.png,1
124,210,137,224,maksssksksss603.png,1
91,257,106,272,maksssksksss603.png,1
180,3,184,8,maksssksksss603.png,1
165,13,171,20,maksssksksss603.png,1
154,17,161,23,maksssksksss603.png,1
159,30,164,37,maksssksksss603.png,2
169,26,177,35,maksssksksss603.png,1
127,55,134,62,maksssksksss603.png,1
156,54,163,62,maksssksksss603.png,1
135,63,143,72,maksssksksss603.png,2
117,72,124,80,maksssksksss603.png,2
143,78,152,87,maksssksksss603.png,1
133,100,142,107,maksssksksss603.png,1
178,87,186,96,maksssksksss603.png,1
164,100,174,108,maksssksksss603.png,1
139,124,147,134,maksssksksss603.png,1
169,116,178,126,maksssksksss603.png,1
146,168,156,180,maksssksksss603.png,1
148,189,158,201,maksssksksss603.png,1
159,192,170,205,maksssksksss603.png,1
158,254,173,269,maksssksksss603.png,1
182,216,189,226,maksssksksss603.png,1
183,159,194,170,maksssksksss603.png,1
177,149,188,157,maksssksksss603.png,1
189,17,194,23,maksssksksss603.png,1
216,7,221,13,maksssksksss603.png,1
202,21,207,24,maksssksksss603.png,1
213,27,220,34,maksssksksss603.png,1
227,15,233,22,maksssksksss603.png,1
196,36,203,44,maksssksksss603.png,1
212,54,216,59,maksssksksss603.png,1
199,64,208,71,maksssksksss603.png,1
221,80,229,88,maksssksksss603.png,1
191,97,199,107,maksssksksss603.png,1
219,94,227,102,maksssksksss603.png,1
211,100,220,111,maksssksksss603.png,1
195,123,203,132,maksssksksss603.png,1
249,1,255,6,maksssksksss603.png,1
254,22,260,29,maksssksksss603.png,1
265,17,270,23,maksssksksss603.png,1
276,22,280,28,maksssksksss603.png,1
279,23,285,30,maksssksksss603.png,1
269,36,274,42,maksssksksss603.png,2
292,27,298,35,maksssksksss603.png,1
293,37,299,44,maksssksksss603.png,2
281,54,288,61,maksssksksss603.png,1
255,45,262,51,maksssksksss603.png,2
246,49,254,57,maksssksksss603.png,0
251,80,259,87,maksssksksss603.png,1
238,106,247,115,maksssksksss603.png,1
265,104,273,112,maksssksksss603.png,1
234,142,245,151,maksssksksss603.png,1
236,206,249,219,maksssksksss603.png,1
213,236,227,250,maksssksksss603.png,1
253,225,266,238,maksssksksss603.png,1
304,1,311,7,maksssksksss603.png,1
326,18,332,26,maksssksksss603.png,1
334,23,339,29,maksssksksss603.png,2
327,37,332,44,maksssksksss603.png,1
328,45,335,52,maksssksksss603.png,1
307,63,315,72,maksssksksss603.png,1
325,82,332,90,maksssksksss603.png,1
275,114,284,124,maksssksksss603.png,1
289,108,298,117,maksssksksss603.png,1
283,125,293,134,maksssksksss603.png,1
287,145,296,156,maksssksksss603.png,1
275,149,286,161,maksssksksss603.png,1
297,248,311,263,maksssksksss603.png,1
354,267,370,278,maksssksksss603.png,1
380,270,395,278,maksssksksss603.png,1
358,219,371,231,maksssksksss603.png,1
372,212,383,226,maksssksksss603.png,1
373,163,384,175,maksssksksss603.png,1
373,144,384,155,maksssksksss603.png,1
397,132,401,142,maksssksksss603.png,1
356,131,364,136,maksssksksss603.png,1
362,117,371,127,maksssksksss603.png,1
349,100,358,110,maksssksksss603.png,1
367,85,375,95,maksssksksss603.png,1
345,86,354,95,maksssksksss603.png,1
338,75,345,84,maksssksksss603.png,1
362,74,367,80,maksssksksss603.png,1
339,59,347,67,maksssksksss603.png,1
346,44,352,51,maksssksksss603.png,1
383,48,388,55,maksssksksss603.png,1
391,27,397,34,maksssksksss603.png,1
356,18,362,24,maksssksksss603.png,1
346,9,351,16,maksssksksss603.png,1
370,13,376,18,maksssksksss603.png,1
382,6,386,12,maksssksksss603.png,2
396,18,401,23,maksssksksss603.png,2
73,58,121,109,maksssksksss604.png,1
247,40,304,94,maksssksksss604.png,1
132,47,159,81,maksssksksss605.png,1
224,102,256,135,maksssksksss606.png,1
133,126,158,149,maksssksksss606.png,1
67,70,146,161,maksssksksss607.png,1
239,81,357,175,maksssksksss607.png,1
109,139,218,271,maksssksksss608.png,1
91,103,239,265,maksssksksss609.png,2
3,151,51,234,maksssksksss61.png,1
162,9,178,27,maksssksksss61.png,2
117,7,141,26,maksssksksss61.png,1
11,1,33,12,maksssksksss61.png,1
93,37,114,59,maksssksksss61.png,1
